assessment_id,A_Face_Sentiment_Score_AssessmentID,total_Facial_Emotion_Score_assessmentID,Storyline_angry_Sum_assessmentID,Storyline_disgust_Sum_assessmentID,Storyline_fear_Sum_assessmentID,Storyline_happy_Sum_assessmentID,Storyline_sad_Sum_assessmentID,Storyline_surprise_Sum_assessmentID,Storyline_Neutral_Sum_assessmentID,Proportion_Happy_assessmentID,Proportion_Angry_assessmentID,Proportion_Disgust_assessmentID,Proportion_Fear_assessmentID,Proportion_Sad_assessmentID,Proportion_Surprise_assessmentID,Proportion_Neutral_assessmentID
b8409cdc-bf94-4f3a-a2d3-ffb029f2e965,0.9991502102043198,76400.00033271711,3004.7153576576857,20.191762385687955,14059.561859305819,12148.119654596154,5337.483755807356,11394.9327973789,30434.995145585508,0.15900680106926532,0.039328734876601344,0.0002642900824313367,0.1840256779853053,0.06986235252045754,0.149148334394695,0.39836380907124413
c3e3616b-61ca-48c2-9f2c-8325825f0782,0.9981582476685772,86600.00013907501,5517.373019223124,8.184698126949149,45030.6872173039,5599.612314357632,6949.117796002127,1467.2649760933461,22027.760117967922,0.06466065017742438,0.06371100473859717,9.451152556356765e-05,0.5199848400113972,0.08024385432843201,0.01694301355354499,0.2543621256650405
cac929f6-fb4c-4415-845b-ed42dec63a86,0.9999056694856541,522800.00327550946,13309.927754830454,1555.819681955451,48251.59183131571,109520.80239363888,48391.634403552285,35064.935875494346,266705.29133472237,0.20948890915733737,0.025458928216219385,0.002975936633909224,0.09229455150918904,0.09256242176810099,0.06707141479686551,0.5101478379183786
d5968d42-783a-4dfe-9af7-2bb284230a9d,0.9997827043875304,346000.0017794337,23817.372766102166,432.80130295493905,84756.4530219093,47538.387972013516,138938.92390745814,8374.5206610651,42141.54214793048,0.13739418418361177,0.06883633712026725,0.0012508708113557728,0.24496084562432865,0.40155758148240767,0.02420381681501738,0.12179636396301134
d6889be5-3d64-4293-8049-53466ca2329a,0.9841449673735144,291800.00156780763,72598.38734205089,78.46206701298831,74389.18898065579,641.3302492197664,97616.43185732201,91.52316731981492,46384.67790422634,0.0021978418292459673,0.24879502039749196,0.0002688898786546289,0.25493210617193723,0.33453197852241334,0.0003136503318302657,0.15896051286842644
dcc4a978-da9b-48d6-9142-3a7f5e90306a,0.9994708095373733,195500.00158042525,2720.4991712321125,24.820204210109072,29759.362768472587,19514.071628102163,14666.747207733873,1200.0558758267034,127614.44472484771,0.09981622235473189,0.013915596671302058,0.00012695756526579096,0.15222180321175144,0.07502172424126673,0.006138393177112183,0.65275930277857
f7bab369-0fbd-4bfc-85d6-2452c945be0f,0.999802338174561,398600.0026265881,28166.62141132745,15.57148667296903,25516.621969123935,52261.41145898294,47038.91980541603,6347.721958332588,239253.1345367322,0.13111242126092476,0.0706638766325202,3.9065445485098334e-05,0.06401560913442372,0.11801033491081658,0.01592504243979945,0.6002336501760301
f7f724bb-9348-4648-bf4c-b21c66604931,0.9997436986877483,436300.00298177276,30592.189809717696,692.2040750664929,110679.34071718392,40302.09610538367,58620.89210606142,11026.157314846429,184387.12285351308,0.09237244059122174,0.07011732661160615,0.001586532363822631,0.25367714866095875,0.13435913753250747,0.02527196250169878,0.4226154517381844
f94450cf-c403-4142-a8be-85ffa46ec49c,0.9997148698621408,320100.00189982157,1621.7283083573705,1.8327872904846627,23761.098085273523,36226.20299884506,11300.524214625597,16333.030542509074,230855.5849629205,0.11317151760024795,0.005066317709254205,5.7256709765914076e-06,0.07423023412761426,0.03530310574056856,0.051024774900253374,0.7211983242510852
fa3846ac-f7a5-4991-bc6a-3a89236641e2,0.9994921963497774,325500.0020758952,16868.58132321696,96.6582812154015,16620.72661109338,20336.367332860347,80400.1186122135,11194.239027421427,179983.31088787422,0.06247731859650993,0.05182359820472074,0.0002969532430075505,0.05106213980059518,0.24700497111968375,0.03439090309072048,0.5529441159447624
